search_term,position_first_amazon,position_first_non_amazon,position_first_wholly_non_amazon,amazon_stars,amazon_reviews,non_amazon_stars,non_amazon_reviews,wnon_amazon_stars,wnon_amazon_reviews
tgel extra strength shampoo,1.0,5,15.0,4.5,2125,4.6,8063,4.8,15
tgel medicated shampoo,7.0,1,13.0,4.4,2159,4.6,8063,4.4,10
tgel shampoo,1.0,5,14.0,4.6,2056,4.6,8899,4.5,152
tgel shampoo neutrogena,23.0,5,7.0,4.4,2159,4.6,8899,4.5,152
thank you cards,1.0,5,51.0,4.9,519022,4.8,4163,4.9,4945
thank you cards with envelopes,1.0,5,43.0,4.8,525,4.9,1716,4.9,4945
thank you stickers roll,17.0,5,41.0,4.7,136,4.6,138,,
the child mandalorian,,2,8.0,,,4.9,25241,,
the ordinary,13.0,1,32.0,4.5,139,4.5,15688,4.5,120
theraflu,17.0,5,14.0,4.6,344,4.8,3567,4.8,36
thermometer,24.0,5,,4.4,10144,4.4,14222,,
thermometer for adults,23.0,5,,4.4,10144,4.4,14222,,
thermometer for adults forehead,13.0,5,,4.4,10143,4.7,33695,,
thermometer for baby,29.0,5,,4.6,4159,4.7,228,,
thermometer for fever,25.0,1,,4.4,10144,4.6,33123,,
thermometer forehead,24.0,5,,4.6,4159,4.3,50858,,
thermos,17.0,5,36.0,4.7,285,4.7,9683,4.7,21
thermostat,,5,40.0,,,4.3,1626,3.9,53
thomas the train,6.0,1,41.0,4.8,312,4.8,1430,5.0,5
thongs for women,20.0,5,7.0,4.0,330,4.5,12627,4.5,10231
throw blanket,17.0,1,2.0,4.5,819,4.9,1540,,
throw pillows,46.0,2,22.0,4.6,572,4.7,22765,4.8,23
thumb tacks,1.0,6,58.0,4.8,2742,4.8,6398,4.7,13
ticket to ride,35.0,2,10.0,4.7,255,4.9,12764,4.8,2278
tide pods,44.0,5,22.0,4.4,148,4.9,13383,4.9,194
tie dye kit,17.0,5,12.0,4.6,135768,4.8,14712,4.8,30
tie dye kits,17.0,5,12.0,4.6,135768,4.8,14712,4.8,30
time and tru sweater,21.0,1,6.0,4.3,3729,,,4.2,767
time and tru womens clothing,6.0,1,35.0,4.3,7681,4.4,28417,3.8,147
tire pressure gauge,37.0,5,,4.5,346,4.5,20960,,
tissue paper,7.0,5,45.0,4.5,54182,4.8,1327,4.7,6199
tissues,1.0,5,24.0,4.7,1344,4.8,29918,4.8,753
tj mask toys,20.0,1,1.0,4.8,1922,4.6,2340,4.6,2340
tj max gift cards,33.0,1,,4.9,519024,4.9,3326,,
tj maxx,1.0,2,2.0,4.6,221589,,,,
tj maxx gift card,1.0,2,,4.9,519022,4.8,13939,,
tjmaxx gift card,1.0,3,,4.9,519020,4.8,13939,,
tjmaxx gift card. any amount,14.0,5,27.0,4.8,2747,4.9,9888,,
tkl keyboard,1.0,3,16.0,4.1,958,4.7,8003,4.2,1280
tkl keycaps,18.0,1,,4.6,353,4.1,51,,
tlc tv,7.0,2,9.0,4.6,8569,,,4.2,7131
tmnt action figures,39.0,2,4.0,4.7,1135,2.9,30,4.5,99
tmnt funko pop,33.0,1,4.0,4.9,450,4.8,315,4.8,30
tmobile phones,5.0,1,7.0,3.6,21,4.3,227,4.7,63
tn450,30.0,5,11.0,4.5,55,4.7,8628,4.8,7
tn660,55.0,5,22.0,4.5,55,4.7,9993,5.0,3
tn660 toner,52.0,5,50.0,4.6,129,4.7,9993,5.0,3
toaster,5.0,3,,4.5,15815,4.5,7153,,
toddler activities,6.0,2,,4.7,17459,4.8,41663,,
toddler car seat,39.0,4,41.0,4.8,2189,4.8,15565,4.4,35
toddler girl clothes,1.0,3,,4.6,14602,4.6,2044,,
toddler memory foam pillow,8.0,5,17.0,4.5,53,4.5,853,4.0,56
toddler outdoor toys,20.0,2,,4.7,17458,4.7,26910,,
toddler pillow,51.0,5,12.0,4.5,53,4.7,12803,4.3,222
toddler toys,4.0,2,,4.7,17458,4.4,76,,
toilet paper,3.0,1,24.0,4.5,54182,4.8,38583,4.7,183
toilet paper bulk,1.0,5,7.0,4.5,54182,4.7,16256,4.7,308
toilet paper charmin ultra soft,47.0,1,3.0,4.7,61477,4.8,24206,4.7,308
toilet paper tissue,20.0,2,25.0,4.7,9302,4.6,6604,4.7,4464
toilet tissue,1.0,3,23.0,4.5,54182,4.7,11299,4.7,183
toliet paper,1.0,5,30.0,4.5,54182,4.8,38583,4.7,183
toliet papers,1.0,5,29.0,4.5,54182,4.8,44113,4.7,183
tomato sauce,8.0,3,42.0,4.6,4850,4.6,800,4.6,153
tonic water,5.0,2,11.0,4.4,991,4.6,5694,4.1,9
tools,10.0,1,5.0,4.6,1351,,,4.6,8926
topo chico,23.0,2,8.0,4.6,2107,4.9,834,4.5,122
tops for women,39.0,2,12.0,4.6,15212,4.4,36905,4.2,4331
torque wrench,27.0,1,23.0,3.6,4,4.6,5790,4.5,449
tortilla chips,1.0,3,21.0,4.3,4052,4.7,4759,4.8,174
toy cars,34.0,2,,4.8,14106,4.5,204083,,
toy foam blasters & guns,4.0,2,8.0,4.6,18055,4.4,4531,4.5,270
toys,23.0,2,6.0,4.8,47452,4.7,493,4.2,5
toys for 2 year old boys,10.0,5,,4.7,6243,4.8,4674,,
toys for 2 year old girls,1.0,5,,4.6,135768,4.6,5134,,
toys for 3 year old boys,25.0,1,,4.7,9952,4.6,4805,,
toys for 4 year old boys,46.0,5,,4.8,20361,4.8,13419,,
toys for girls 3-6 years,29.0,1,,4.6,12430,4.8,374,,
tp link mesh,1.0,3,16.0,4.5,6938,4.6,12520,4.4,93
tp link smart plug,49.0,2,17.0,3.8,794,4.8,12220,4.7,1591
tplink,,1,,,,4.6,17343,,
tpu filament 1.75,1.0,3,,4.4,55,4.6,834,,
trail mix,1.0,5,36.0,4.6,4722,4.6,18964,4.7,144
transformers earthrise,3.0,1,2.0,4.8,1514,4.8,440,4.8,350
transformers toys,6.0,2,32.0,4.4,2844,4.7,301,5.0,2
trapper keeper,1.0,2,,4.6,7643,4.5,1990,,
trash bags,1.0,6,38.0,4.7,57468,4.7,38951,4.7,6003
trash can,5.0,1,10.0,4.7,882,4.4,33138,4.6,964
travel size toiletries,38.0,2,,4.6,1343,4.8,2813,,
trickle charger,47.0,5,13.0,4.4,1980,4.7,3826,4.8,27789
tricycle,3.0,4,10.0,4.7,5591,4.6,1737,4.7,803
tripod,1.0,3,,4.5,40179,4.6,44764,,
trivial pursuit,4.0,2,7.0,4.7,3899,4.2,802,4.7,1245
trunk organizer,49.0,5,51.0,4.8,1159,4.7,24459,4.5,697
tshirt dress,1.0,3,39.0,4.3,1998,4.3,13981,4.1,1278
tshirt dresses for women,9.0,2,50.0,4.3,1998,4.3,13981,3.5,26
tshirt sheets,26.0,5,9.0,4.7,8849,4.6,2629,4.3,1071
tshirt women,1.0,3,23.0,4.5,7766,4.3,17921,4.1,257
tshirts for mens,1.0,3,,4.5,9611,4.6,91752,,
tshirts for mens graphic,54.0,2,25.0,4.2,27,4.1,24800,4.5,17262
tshirts for womens,1.0,3,14.0,4.4,17200,3.9,2858,4.1,257
tshirts for womens graphic,35.0,2,10.0,4.4,18104,5.0,6,4.4,441
tsum tsum figures,37.0,1,2.0,4.8,3911,4.8,356,4.8,322
tsv 16.4 feet 300 led rgb multi color,11.0,2,,4.1,98,4.2,356,,
tthwallart,50.0,1,7.0,4.8,133,4.6,147,4.6,16
tumbler,37.0,2,17.0,4.7,64,4.8,27315,4.6,3931
tummy time mat,10.0,5,,4.4,2948,4.3,11207,,
tums,16.0,5,14.0,4.4,109,4.5,224,4.8,589
tuna,22.0,5,15.0,4.5,1533,4.8,8000,4.2,17
tuna fish in water,8.0,5,12.0,4.5,1533,4.7,1634,4.7,856
tunic tops for leggings for women,15.0,5,6.0,4.2,581,4.4,36905,4.0,1354
tupperware sets with lids,39.0,5,49.0,4.6,14,4.7,31890,4.7,13993
turkey baster,36.0,5,38.0,4.7,11,4.6,7099,4.2,530
turmeric curcumin,36.0,5,17.0,4.6,5425,4.6,48017,4.8,388
turtle beach headset xbox one,,3,,,,4.6,6130,,
tv,1.0,3,21.0,4.8,77669,4.6,37779,4.5,1914
tv antenna,1.0,3,,4.2,970,4.3,26128,,
tv mount,18.0,3,,4.7,1742,4.7,54233,,
tv mounts,1.0,3,,4.7,31090,4.7,54233,,
tv stand,44.0,2,32.0,4.6,1167,4.2,1507,4.7,2841
tv stand for 55 inch tv,28.0,2,22.0,4.6,1167,4.2,9689,3.7,10
tv stands for flat tv 40-55,13.0,3,4.0,4.6,1167,4.5,4101,4.7,1824
tv tray,2.0,3,18.0,4.6,3766,4.3,827,3.5,14
tv wall mount,1.0,3,,4.7,31090,4.7,54233,,
tvs,6.0,3,,4.6,8570,4.6,1314,,
tvs on sale,1.0,3,,4.8,77686,4.6,37780,,
tvs under $400,5.0,2,,4.6,8569,4.6,1314,,
tween girls gifts,1.0,3,46.0,4.3,33,4.7,1228,4.6,1120
tween girls gifts 11-14,3.0,2,17.0,4.6,47617,4.5,905,4.7,4106
tweezers,10.0,5,,4.7,1581,4.6,13046,,
twin bed,13.0,2,11.0,4.8,41927,4.3,2453,4.3,169
twin bed frame,1.0,3,9.0,4.8,41927,4.7,3658,4.1,1411
twin bed frames,4.0,2,6.0,4.8,41927,4.7,8177,4.1,1411
twin comforter sets,2.0,3,,4.7,25142,4.8,194,,
twin mattress,29.0,5,9.0,4.5,8306,4.6,73730,4.2,1473
twin mattress for bunk bed,25.0,2,6.0,4.5,8306,4.3,38270,4.2,1473
twin sheets,5.0,7,,4.6,185465,4.3,457,,
twinkle lights,1.0,4,25.0,4.4,420,4.6,44407,4.4,840
twinkly christmas lights,41.0,2,3.0,4.3,13,4.7,1784,4.6,346
tye dye for women,1.0,3,31.0,4.3,456,4.7,10789,4.0,28
tylenol,16.0,4,21.0,4.8,2988,4.9,12580,4.8,164
tylenol arthritis,6.0,5,8.0,4.8,7445,4.8,11548,4.8,1109
tylenol extra strength,7.0,5,21.0,4.8,19412,4.9,12580,4.5,29
tylenol kids,36.0,5,25.0,4.9,2150,4.9,3023,4.8,23
tylenol pm,27.0,5,45.0,4.5,13949,4.8,4501,4.8,627
type c charger,15.0,3,,4.5,8848,4.7,344,,
type c charging cable fast charge,1.0,3,,4.7,10011,4.7,68339,,
tzatziki,9.0,2,8.0,4.7,4166,4.7,140,4.7,45
tzatziki sauce,18.0,2,5.0,4.3,98,4.5,406,4.7,45
tzjslz,51.0,1,1.0,4.8,32,,,,
ua sports mask,42.0,2,13.0,3.8,1405,4.4,7540,3.3,190
ubbi diaper pail,30.0,1,3.0,4.7,17965,4.6,9477,5.0,5
uber,13.0,1,8.0,4.5,6453,3.6,444,4.5,98
uber e gift card,19.0,1,,4.9,519023,4.7,9385,,
uber eats,13.0,1,2.0,4.8,2980,4.8,884,5.0,13
uber eats gift card,8.0,1,,4.8,2747,4.7,9385,,
uber gift card,4.0,1,15.0,4.9,519022,4.7,9385,3.3,5
uber gift card 25,7.0,1,,4.8,2747,4.7,9385,,
ubiquiti networks,5.0,1,1.0,4.6,216,4.6,4234,4.6,4234
uchiha hoodie,33.0,1,1.0,4.5,393,5.0,3,5.0,3
udis gluten free,32.0,1,6.0,4.1,454,4.4,1013,3.7,13
udis granola,15.0,1,1.0,4.7,926,4.7,7,4.7,7
udon noodles,31.0,2,8.0,4.2,2667,4.7,975,4.6,152
udos oil 3-6-9,34.0,3,4.0,4.9,31,4.7,295,4.6,473
ufc action figures,22.0,1,3.0,4.7,1135,4.5,535,4.4,4
ugg boots for women,14.0,2,51.0,4.5,2112,4.7,6749,4.8,112
ugg slippers women,54.0,2,7.0,4.5,78,4.7,16392,4.7,1392
ugly christmas sweater,35.0,1,24.0,4.5,6381,4.6,686,4.5,4
ugly christmas sweater for women,2.0,3,32.0,4.5,6381,4.1,15,3.8,36
ugly christmas sweater men,10.0,1,20.0,4.5,8114,4.4,4145,4.6,97
ugly christmas sweater women,37.0,1,38.0,4.5,6381,4.4,1360,4.5,2771
ugly sweater,44.0,1,33.0,4.5,6381,4.7,2248,4.6,87
ugly sweaters for women,40.0,2,,4.5,6381,4.5,773,,
uh oh got go flamingo,16.0,1,2.0,4.8,911,4.5,3949,4.3,269
uhd 4k tv,1.0,3,,4.7,494178,4.7,18975,,
uhd smart tv,7.0,3,4.0,4.6,8570,4.7,18975,4.5,1914
uhd tv,1.0,3,,4.6,5282,4.7,18975,,
uht milk,15.0,1,3.0,4.7,9000,4.7,4237,4.5,723
ujena,26.0,1,1.0,4.5,9,5.0,1,5.0,1
uji matcha,39.0,5,11.0,4.5,229,4.6,640,4.6,252
ukele,17.0,5,16.0,4.6,175,4.7,19,4.7,5112
ukeleles for adults,11.0,5,8.0,4.3,263,4.7,6389,4.7,177
ukeleles for beginners,17.0,5,27.0,4.6,175,4.4,7907,4.4,3248
ukeleles for beginners adults,27.0,5,9.0,4.3,263,4.7,489,4.7,177
ukeleles for kids,45.0,5,12.0,4.7,48,4.5,288,4.4,3248
ukulele,1.0,5,,4.6,175,4.7,5063,,
ukulele case,1.0,5,10.0,4.5,110,4.6,1012,4.5,412
ukulele for kids,42.0,5,6.0,4.3,263,4.4,7,,
ukulele stand,37.0,5,5.0,4.8,23247,4.7,948,4.7,948
ukulele strap,1.0,3,47.0,4.5,110,4.4,6,4.5,180
ukulele tuner,1.0,5,47.0,4.4,84,5.0,1,4.4,1151
ulta,13.0,1,3.0,4.9,4763,4.9,3259,4.3,57
ulta gift card,1.0,2,,4.9,4763,4.9,9888,,
ultra tampons,18.0,2,7.0,4.6,2775,4.8,4805,4.7,33
ultra thin pads,22.0,5,34.0,4.4,4614,4.7,2094,4.6,900
ultrasonic humidifier,40.0,5,,4.0,95,4.4,45139,,
umbrella,43.0,5,,4.5,578,4.4,8281,,
umbrella academy,25.0,3,54.0,5.0,55,4.8,4877,4.7,96
umbrella academy funko pop,21.0,1,7.0,5.0,55,4.9,953,4.9,305
umbrella base,48.0,5,22.0,4.6,40,4.5,517,4.5,289
umbrellas for rain,42.0,5,,4.2,3539,4.6,12043,,
under armour face mask,15.0,3,18.0,4.1,8643,4.4,7540,4.1,6
under bed storage,23.0,5,28.0,4.3,4762,4.4,2165,4.8,221
underwear,1.0,3,,4.6,47616,4.7,46333,,
underwear for men,1.0,3,22.0,4.5,5845,4.7,46331,4.5,28295
underwear for women,7.0,5,6.0,4.6,47616,4.6,9614,,
unicorn,41.0,2,,4.5,754,4.4,1283,,
unicorn bedding,18.0,2,19.0,4.8,7856,4.7,170,4.7,8985
unicorn party supplies,51.0,2,,4.7,155,4.7,91,,
unicorns gifts for girls,1.0,4,,4.8,348,4.8,3135,,
unique gifts for women,42.0,2,22.0,4.7,3701,4.4,356,4.5,127
uno,2.0,1,9.0,4.8,3683,4.9,22846,4.7,170
uno attack,1.0,2,2.0,4.8,3683,4.7,792,4.7,792
uno card game,4.0,1,13.0,4.8,3683,4.9,22846,4.7,170
uno cards,13.0,1,12.0,4.8,3683,4.9,22846,4.8,409
upholstered dining chairs,5.0,2,8.0,4.5,26,4.6,716,4.1,140
upholstery cleaner,21.0,5,20.0,4.5,406,4.3,345,4.4,574
ups,1.0,3,,4.4,4065,4.6,12941,,
ups battery backup,1.0,3,,4.4,4065,4.6,10226,,
ups battery backup & surge protector,1.0,3,,4.4,4065,4.6,12941,,
upside down challenge game,15.0,2,2.0,4.6,1013,4.6,1767,4.6,1767
uquelic,29.0,3,10.0,4.7,24095,4.4,214,4.3,76
uquora target,21.0,1,5.0,,,5.0,44,4.7,530
urban decay eyeshadow palette,54.0,2,12.0,4.5,2589,4.7,501,4.5,180
urban outfitters,13.0,1,26.0,4.8,2980,4.2,6406,4.5,29
urine remover,38.0,5,14.0,4.5,4964,4.6,3936,4.8,32
urn necklace,1.0,4,48.0,4.2,31,4.7,668,4.7,500
urn necklaces for ashes,1.0,3,,4.7,386,4.8,1899,,
urns for cremation ashes,46.0,5,29.0,4.5,954,4.9,123,4.7,299
urns for human ashes,17.0,5,35.0,4.5,707,4.8,642,4.8,291
usb c cable,14.0,3,,4.6,1287,4.7,47038,,
usb c to hdmi,11.0,3,,4.6,2081,4.7,6577,,
usb c to lightning cable,21.0,3,,4.6,5547,4.7,13694,,
usb cable,1.0,3,,4.6,9711,4.6,17221,,
usb charger,1.0,3,,4.7,19358,4.7,26954,,
usb extension cable,1.0,3,,4.6,1117,4.8,9652,,
usb hub,7.0,3,,4.5,308,4.7,49591,,
utensil holder for countertop,13.0,1,,4.8,57,4.8,1881,,
utensil sets,1.0,3,,4.6,401,4.6,4008,,
utensils,13.0,2,,4.8,3539,4.6,1933,,
utility cart,22.0,3,26.0,4.7,5928,4.8,538,4.7,298
utility knife,1.0,3,12.0,4.7,473,4.8,5380,4.7,444
utv accessories,11.0,2,13.0,4.6,7,4.5,104,4.5,723
utz,15.0,3,13.0,4.6,7425,4.6,4303,5.0,12
utz cheese balls,35.0,2,4.0,4.6,7425,4.7,8384,4.9,32
utz potato chips,23.0,2,3.0,4.5,1446,4.6,4303,4.6,15
utz pretzels,21.0,5,9.0,4.6,7425,4.2,4495,3.9,158
uuto,26.0,2,9.0,4.3,560,4.0,7155,4.3,333
uv lamp,28.0,5,,4.6,66,4.5,27246,,
uv light sanitizer,1.0,5,50.0,4.6,13550,4.5,125,4.2,44
uwantme electronic shooting target,37.0,5,25.0,4.4,179,4.4,5328,4.3,184
vacuums,1.0,3,,4.2,1315,4.7,30074,,
valentines,1.0,3,12.0,4.8,29035,4.2,19,4.7,21
vanilla extract,20.0,5,31.0,4.7,1892,4.7,14338,4.4,1693
vanilla gift card,1.0,4,,4.9,4763,4.8,13939,,
vanity,,2,7.0,,,4.8,4790,4.6,575
vanity mirror,23.0,2,25.0,,,4.6,3005,4.6,575
vans,13.0,1,1.0,4.6,15212,4.6,655,4.6,655
vape pen,31.0,1,1.0,4.2,1254,5.0,2,5.0,2
vaseline,9.0,1,3.0,4.7,4455,4.7,2158,4.7,4290
vaseline petroleum jelly,10.0,1,5.0,4.7,4455,4.7,2158,4.7,4290
vbucks,14.0,2,9.0,4.9,54360,4.6,3966,4.6,103
vbucks card,1.0,3,7.0,4.9,519020,4.6,3966,4.2,10
vbucks fortnite gift card,13.0,1,8.0,4.8,2980,4.6,3966,4.2,10
vbucks gift card,1.0,3,40.0,4.9,54360,4.6,3966,4.6,103
vbucks gift card digital code,1.0,3,,4.9,519023,4.7,87312,,
vbucks gift card for fortnite,31.0,1,14.0,4.9,44780,4.6,3966,4.7,1109
vbux,14.0,2,6.0,4.9,519022,4.7,358,4.5,783
vbux fortnite gift card,13.0,1,35.0,4.9,519022,4.6,3966,4.5,783
vcr player,,2,7.0,,,4.0,156,4.1,1485
vcr player for vhs tapes,,1,5.0,,,4.0,156,4.5,1407
vcr to digital converter,,3,,,,4.5,5807,,
vdo,10.0,1,7.0,4.5,36887,4.5,25,4.8,33
vector robot,13.0,1,1.0,4.3,79,4.1,9016,4.1,9016
vegan,20.0,2,33.0,4.5,268,3.8,1164,,
vegetable chopper,1.0,4,29.0,4.8,11806,4.6,18728,3.8,2387
vegetable oil,2.0,5,10.0,4.8,4114,4.1,55,4.7,20
velcro,20.0,3,,4.6,349,4.5,8190,,
velcro strips with adhesive,21.0,3,,4.6,349,4.5,8190,,
velveeta,11.0,2,4.0,4.7,5974,4.7,12505,4.8,298
velveeta cheese,21.0,1,5.0,4.7,1933,4.7,1709,4.8,298
velvet hangers,1.0,5,10.0,4.8,75310,4.8,18600,4.8,8726
vestidos casuales juveniles,47.0,1,8.0,4.4,10596,4.1,368,3.7,805
vests for women,6.0,3,3.0,4.5,2628,4.5,7268,4.5,7268
vf5000,23.0,5,43.0,4.3,46,4.8,1728,4.6,351
vga,1.0,3,6.0,4.6,10607,4.7,16576,4.6,2292
vga cable,1.0,3,,4.6,10607,4.6,508,,
vga cord,7.0,3,,4.6,10607,4.7,16576,,
vga to displayport adapter,13.0,3,,4.4,715,4.7,4147,,
vga to usb,,3,,,,4.0,4868,,
vhs,,1,,,,4.2,1653,,
vhs converter,,3,10.0,,,4.5,5807,4.5,1407
vhs dvd combo player,,2,4.0,,,5.0,1,3.9,342
vhs dvd player,,2,2.0,,,3.9,342,3.9,342
vhs player,,2,7.0,,,5.0,1,3.6,173
vhs player for vhs tapes,,1,,,,3.7,85,,
vhs to digital converter,,3,15.0,,,4.5,5807,4.1,202
vhs to dvd converter machine,,3,9.0,,,4.4,778,4.5,1407
vicks vapor rub,40.0,2,14.0,4.6,1678,4.8,2345,4.7,70
video camera,9.0,3,,4.5,21298,4.1,99,,
vinegar,14.0,1,6.0,4.7,970,4.8,5212,4.7,243
visa gift card,10.0,1,36.0,4.9,519019,4.8,787,3.3,5
vitamin c,9.0,5,58.0,4.8,10646,4.8,20265,4.7,717
vitamin c serum,1.0,5,34.0,4.2,274,4.3,55707,4.5,67
vitamin d,1.0,5,41.0,4.7,5966,4.8,18511,4.9,2714
vitamin d3,25.0,5,54.0,4.8,5520,4.8,21898,4.9,2714
viva paper towels,26.0,1,2.0,4.7,49845,4.6,5554,4.6,860
vizio tv,1.0,3,,4.6,8570,4.2,1090,,
vjjb kids camera,23.0,5,40.0,4.6,3993,4.1,185,4.4,7247
vlasic bread and butter pickles,39.0,1,15.0,4.6,362,4.6,540,5.0,2
vlasic dill pickles,32.0,1,9.0,4.5,535,4.2,21,1.0,1
vlone,13.0,1,2.0,4.5,1653,4.6,335,4.5,128
vlone shirt,13.0,1,3.0,4.2,23,4.6,335,4.5,128
vmini,13.0,3,36.0,4.8,7522,4.6,1577,4.7,182
vmini water bottle,19.0,3,,4.7,1981,4.7,15634,,
vneck tshirt men,1.0,4,12.0,4.5,6941,4.5,49109,4.6,30157
vneck tshirt women,1.0,2,4.0,4.4,18104,4.2,5304,4.2,544
vneck tshirt women long sleeve,16.0,5,11.0,4.2,724,4.3,4806,4.4,461
vneck tshirts for men,1.0,3,10.0,4.5,6941,4.5,49109,4.5,1140
vneck tshirts for men pack,10.0,2,12.0,4.4,2086,4.5,49109,4.7,1494
vodka,25.0,2,4.0,4.5,105,4.6,18,3.3,29
volleyball,41.0,5,10.0,4.5,535,4.6,10924,4.7,245
volleyball net,38.0,5,12.0,4.5,535,4.4,156,4.3,112
voltaren,32.0,3,5.0,4.3,860,4.5,10567,4.3,1764
votive candles,20.0,5,5.0,4.4,25,4.4,1643,4.4,1643
vpn,24.0,5,41.0,4.1,1181,4.0,23552,4.7,17
vpn software,19.0,5,15.0,4.1,1181,4.0,23552,3.8,49
vq fit men,38.0,1,5.0,4.6,10078,4.1,1030,4.4,136
vsco bracelets,38.0,2,,4.0,244,4.3,2353,,
vsco girl,34.0,1,,4.6,1056,4.6,217,,
vtech,21.0,2,20.0,4.6,3993,4.7,3233,4.4,248
vtech baby toys,15.0,2,,4.8,2788,4.8,43701,,
vtech camera for kids,5.0,6,17.0,4.6,3993,4.7,7376,4.5,221
vtech explore and write activity desk,15.0,1,,4.8,828,4.7,13911,,
vtech gogo smart wheels track,45.0,3,36.0,4.7,1011,4.7,1098,4.4,116
vtech kidizoom camera,4.0,2,11.0,4.6,3993,4.7,7376,4.5,221
vtech kidizoom creator cam,1.0,2,12.0,4.4,553,4.7,1045,4.0,89
vtech toddler learning,13.0,1,,4.7,8016,4.7,13911,,
vtech toys,18.0,2,,4.6,12430,4.8,43701,,
vtech toys for 1 year old,6.0,2,,4.8,47452,4.8,4674,,
vtech toys for 12-36 months,28.0,1,7.0,4.6,12430,4.7,557,4.7,189
vtech toys for 2 year old,3.0,2,,4.8,47452,4.7,13911,,
vtech watch,35.0,2,6.0,4.7,8016,4.7,3233,4.7,16
vtech write & learn creative center,22.0,2,38.0,4.7,1047,4.7,11638,4.2,2335
vudu gift card,1.0,4,22.0,4.9,519017,4.5,35,4.6,6123
vue cups,25.0,2,3.0,4.4,10423,4.1,135,4.5,1059
vuori,7.0,2,39.0,4.4,259,1.0,1,4.5,802
vuori joggers men,6.0,3,19.0,4.4,259,4.7,4524,4.4,1364
vuori joggers women,6.0,5,37.0,4.4,10904,4.3,10523,4.2,6744
vuse,18.0,1,19.0,4.1,1172,4.4,1890,3.0,822
vuse alto pods,45.0,1,16.0,4.3,3039,4.4,2916,4.4,5563
vvupic,40.0,5,8.0,4.0,243,4.5,634,4.3,877
vynil,1.0,3,45.0,4.6,1336,4.3,1229,4.7,4181
vynil record play,6.0,2,,4.4,4103,4.5,30807,,
vza green tea blackhead peel off mask,,5,39.0,,,4.1,5278,3.0,30
vzfit,,2,2.0,,,4.5,139,4.5,139
walking shoes for women,,5,42.0,,,4.5,15102,4.6,6009
walmart gift cards to purchase,1.0,2,13.0,4.9,519023,4.8,13939,4.3,111
walnuts,1.0,4,10.0,4.8,4438,4.8,10243,4.8,47
washi tape,2.0,3,,4.7,2546,4.2,2331,,
water,27.0,5,11.0,4.6,2107,4.8,17367,4.7,422
water balloons,33.0,1,29.0,4.7,569,4.8,7011,4.6,2954
water bottle,2.0,3,38.0,4.5,10860,4.7,22296,5.0,1
water bottles 24 pack,30.0,5,11.0,4.8,6888,4.9,4630,4.7,422
water filter,42.0,5,25.0,4.8,1387,4.8,13450,4.7,1355
water shoes,20.0,5,10.0,4.4,66,4.3,49035,4.5,5289
water table,20.0,1,19.0,4.6,2957,4.8,8366,4.2,103
water wipes,6.0,3,4.0,4.6,3204,4.8,14927,4.7,15599
wbgd,8.0,5,27.0,4.6,2167,4.5,456,4.5,323
wcb6200q,4.0,3,10.0,4.4,9949,4.1,385,4.0,70
wcho,1.0,3,,4.7,969095,4.7,2560,,
wcw championship belt,26.0,2,3.0,4.6,4085,4.9,98,,
wcw world heavyweight championship belt,29.0,2,2.0,4.6,4085,,,,
webcam with microphone for desktop,8.0,1,12.0,4.2,186,4.7,3692,4.6,19618
weed accessories,45.0,1,2.0,5.0,1,4.7,282,4.3,413
weight set,12.0,1,3.0,4.8,34048,4.7,12938,4.0,838
weighted blanket,1.0,5,,4.6,935,4.6,34233,,
weights,5.0,2,8.0,4.8,34048,,,4.7,2283
weights dumbbells set,1.0,5,8.0,4.8,34048,4.7,12938,4.6,71
wet dog food,1.0,5,,4.2,1918,4.6,2759,,
wf-xb700,18.0,3,,4.6,5957,4.4,5776,,
wf1000xm3,6.0,2,,4.0,19163,4.2,9905,,
wfc transformers,24.0,1,2.0,4.7,422,5.0,7,4.9,296
wflna,46.0,1,1.0,4.9,1577,,,,
wg willow & grace designs,15.0,3,10.0,4.8,384,4.6,1121,4.6,500
wgg,1.0,2,5.0,4.8,10911,4.5,430,4.6,4359
wgu,16.0,5,,4.3,2287,4.2,107,,
wheat thins,22.0,3,6.0,4.4,4847,4.8,1121,,
whiskey glasses,1.0,5,21.0,4.7,101,4.7,482,4.8,1991
white board,1.0,5,,4.6,10688,4.5,5151,,
white board calendar for wall,17.0,5,15.0,4.7,805,4.6,5922,5.0,3
white desk,10.0,5,12.0,4.4,1913,4.1,10752,4.5,533
white out,40.0,2,28.0,4.6,1081,4.8,1712,4.5,139
white rice,24.0,3,9.0,4.7,367,4.7,4644,4.8,691
white sweatpants,35.0,5,23.0,4.6,2728,4.2,805,3.7,118
white vinegar,9.0,1,6.0,4.7,970,4.8,5212,4.4,212
whiteboard,9.0,5,26.0,4.6,10688,4.6,13130,4.6,117
whole foods,4.0,1,,4.8,2747,4.4,65,,
whole wheat flour,9.0,2,3.0,4.7,1104,4.8,100,4.7,177
wide sneakers men,1.0,3,39.0,4.4,679,4.6,20687,4.6,10947
wifi extender,20.0,3,11.0,4.5,1394,4.0,45552,4.2,1855
wifi router,1.0,3,,4.6,1096,3.9,44665,,
windex,,4,23.0,,,4.7,2114,4.7,325
windshield shade,1.0,3,,4.1,917,4.4,45504,,
wine glasses,25.0,3,,4.7,2107,4.5,217,,
